1000	0.016652
2000	0.033516
3000	0.062989
4000	0.093046
5000	0.141052
6000	0.212150
7000	0.292118
8000	0.372362
9000	0.462668
10000	0.568707
11000	0.683788
12000	0.819679
13000	0.952451
14000	1.106607
15000	1.251734
16000	1.410395
17000	1.595555
18000	1.816614
